0.100000, 9.800000
0.200000, 41.400000
0.300000, 77.600000
0.400000, 86.200000
0.500000, 90.800000
0.600000, 86.000000
0.700000, 77.800000
0.800000, 62.000000
0.900000, 55.000000
1.000000, 43.000000
0.100000, 9.800000
0.200000, 37.600000
0.300000, 78.200000
0.400000, 88.600000
0.500000, 87.000000
0.600000, 80.800000
0.700000, 76.000000
0.800000, 64.400000
0.900000, 62.400000
1.000000, 49.600000
0.100000, 9.800000
0.200000, 31.800000
0.300000, 76.600000
0.400000, 87.200000
0.500000, 89.400000
0.600000, 84.600000
0.700000, 75.200000
0.800000, 61.400000
0.900000, 23.800000
1.000000, 50.800000
0.100000, 10.000000
0.200000, 35.600000
0.300000, 79.000000
0.400000, 86.600000
0.500000, 88.600000
0.600000, 85.400000
0.700000, 77.600000
0.800000, 62.200000
0.900000, 57.200000
1.000000, 51.200000
0.100000, 9.800000
0.200000, 33.600000
0.300000, 77.000000
0.400000, 87.800000
0.500000, 86.600000
0.600000, 84.200000
0.700000, 76.800000
0.800000, 61.400000
0.900000, 51.400000
1.000000, 61.600000
0.100000, 10.000000
0.200000, 31.800000
0.300000, 75.800000
0.400000, 88.200000
0.500000, 89.200000
0.600000, 86.200000
0.700000, 77.000000
0.800000, 57.200000
0.900000, 61.000000
1.000000, 53.600000
0.100000, 9.800000
0.200000, 35.600000
0.300000, 74.400000
0.400000, 87.600000
0.500000, 87.800000
0.600000, 82.800000
0.700000, 77.000000
0.800000, 61.600000
0.900000, 48.800000
1.000000, 53.400000
0.100000, 9.800000
0.200000, 34.400000
0.300000, 73.800000
0.400000, 89.200000
0.500000, 90.200000
0.600000, 85.400000
0.700000, 77.600000
0.800000, 66.200000
0.900000, 51.600000
1.000000, 64.600000
0.100000, 9.800000
0.200000, 38.400000
0.300000, 76.800000
0.400000, 84.600000
0.500000, 88.200000
0.600000, 86.400000
0.700000, 72.800000
0.800000, 67.800000
0.900000, 56.800000
1.000000, 53.000000
0.100000, 9.800000
0.200000, 34.400000
0.300000, 77.200000
0.400000, 87.400000
0.500000, 90.200000
0.600000, 89.000000
0.700000, 77.000000
0.800000, 70.200000
0.900000, 59.800000
1.000000, 50.200000
0.100000, 10.000000
0.200000, 40.400000
0.300000, 77.000000
0.400000, 88.400000
0.500000, 89.400000
0.600000, 86.600000
0.700000, 73.200000
0.800000, 61.400000
0.900000, 61.200000
1.000000, 61.000000
0.100000, 9.800000
0.200000, 31.800000
0.300000, 75.800000
0.400000, 88.200000
0.500000, 90.400000
0.600000, 83.000000
0.700000, 71.600000
0.800000, 61.400000
0.900000, 53.600000
1.000000, 56.200000
0.100000, 9.800000
0.200000, 37.000000
0.300000, 75.400000
0.400000, 90.000000
0.500000, 85.400000
0.600000, 88.000000
0.700000, 75.000000
0.800000, 59.600000
0.900000, 53.600000
1.000000, 48.000000
0.100000, 9.800000
0.200000, 33.400000
0.300000, 75.000000
0.400000, 88.400000
0.500000, 88.800000
0.600000, 85.800000
0.700000, 75.000000
0.800000, 70.400000
0.900000, 50.800000
1.000000, 65.200000
0.100000, 10.000000
0.200000, 31.200000
0.300000, 77.600000
0.400000, 88.400000
0.500000, 89.800000
0.600000, 84.200000
0.700000, 79.400000
0.800000, 68.600000
0.900000, 61.400000
1.000000, 57.000000
0.100000, 9.800000
0.200000, 32.200000
0.300000, 76.600000
0.400000, 87.000000
0.500000, 88.000000
0.600000, 85.000000
0.700000, 77.400000
0.800000, 61.800000
0.900000, 61.000000
1.000000, 46.000000
0.100000, 10.000000
0.200000, 33.200000
0.300000, 76.200000
0.400000, 86.200000
0.500000, 88.000000
0.600000, 85.200000
0.700000, 77.200000
0.800000, 68.200000
0.900000, 56.000000
1.000000, 52.800000
0.100000, 9.800000
0.200000, 32.800000
0.300000, 77.600000
0.400000, 88.800000
0.500000, 89.600000
0.600000, 80.600000
0.700000, 74.400000
0.800000, 60.400000
0.900000, 53.400000
1.000000, 49.000000
0.100000, 9.800000
0.200000, 34.400000
0.300000, 78.200000
0.400000, 88.400000
0.500000, 87.600000
0.600000, 84.000000
0.700000, 79.800000
0.800000, 68.800000
0.900000, 54.800000
1.000000, 52.600000
0.100000, 9.800000
0.200000, 34.200000
0.300000, 75.200000
0.400000, 85.400000
0.500000, 89.200000
0.600000, 83.000000
0.700000, 72.800000
0.800000, 72.400000
0.900000, 52.600000
1.000000, 52.000000
0.100000, 9.800000
0.200000, 32.800000
0.300000, 74.200000
0.400000, 87.000000
0.500000, 90.000000
0.600000, 82.600000
0.700000, 78.000000
0.800000, 70.000000
0.900000, 64.200000
1.000000, 52.400000
0.100000, 9.800000
0.200000, 33.600000
0.300000, 78.000000
0.400000, 87.600000
0.500000, 90.000000
0.600000, 86.800000
0.700000, 77.600000
0.800000, 65.600000
0.900000, 38.000000
1.000000, 48.800000
0.100000, 9.800000
0.200000, 34.200000
0.300000, 75.600000
0.400000, 87.000000
0.500000, 87.400000
0.600000, 85.200000
0.700000, 77.600000
0.800000, 71.200000
0.900000, 58.800000
1.000000, 45.400000
0.100000, 9.800000
0.200000, 36.600000
0.300000, 76.000000
0.400000, 87.400000
0.500000, 90.400000
0.600000, 83.800000
0.700000, 77.800000
0.800000, 68.200000
0.900000, 52.800000
1.000000, 54.200000
0.100000, 10.000000
0.200000, 37.200000
0.300000, 72.800000
0.400000, 86.800000
0.500000, 90.200000
0.600000, 85.800000
0.700000, 76.000000
0.800000, 38.800000
0.900000, 60.800000
1.000000, 56.800000
0.100000, 9.800000
0.200000, 36.600000
0.300000, 78.400000
0.400000, 85.400000
0.500000, 88.200000
0.600000, 82.800000
0.700000, 72.600000
0.800000, 61.000000
0.900000, 56.600000
1.000000, 56.800000
0.100000, 9.800000
0.200000, 34.600000
0.300000, 76.200000
0.400000, 87.200000
0.500000, 91.600000
0.600000, 85.000000
0.700000, 72.800000
0.800000, 65.000000
0.900000, 60.400000
1.000000, 47.200000
